BeerID,Name,URL,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,PrimingMethod,PrimingAmount,UserId,IsPils
24841,German pils,/homebrew/recipe/view/422387/german-pils,80,25.0,1.0490000000000002,1.01,5.05,35.06,3.87,18.0,120,1.068,78.0,3.0,Specific Gravity,All Grain,1.5,12.0,,,69706.0,True
24875,Sommerpils,/homebrew/recipe/view/242728/sommerpils,31,60.0,1.055,1.014,5.38,39.81,5.33,75.0,90,1.044,70.0,2.5,Specific Gravity,All Grain,1.5,10.0,,,,True
24884,Make America Grape Again 1.0,/homebrew/recipe/view/311863/make-america-grape-again-1-0,111,24.61,1.048,1.0090000000000001,5.07,24.08,3.36,30.28,90,1.0390000000000001,80.0,,Specific Gravity,All Grain,1.0,23.33,,,5385.0,True
24898,German Pilsner,/homebrew/recipe/view/266587/german-pilsner,31,25.0,1.047,1.0070000000000001,5.26,22.67,3.79,27.2,90,1.043,70.0,3.5,Specific Gravity,All Grain,1.5,15.0,,,,True
24901,Cachanilla Lager,/homebrew/recipe/view/350047/cachanilla-lager,40,20.82,1.035,1.0090000000000001,3.43,16.79,4.77,28.39,90,1.026,75.0,1.5,Specific Gravity,All Grain,1.75,12.78,,,,True
24925,Pilsner Lager,/homebrew/recipe/view/288655/pilsner-lager,31,50.0,1.054,1.01,5.74,32.26,4.74,58.0,60,1.046,75.0,2.5,Specific Gravity,All Grain,,10.0,,,,True
25073,122 Art Bn German Pilsner - GF,/homebrew/recipe/view/403711/122-art-bn-german-pilsner-gf,81,20.82,1.045,1.006,5.09,28.56,3.09,26.12,90,1.036,80.0,1.38,Specific Gravity,All Grain,1.5,12.78,Keg,CO2 @ 15psi,42609.0,True
25106,Summer lager no2,/homebrew/recipe/view/287568/summer-lager-no2,81,50.0,1.0490000000000002,1.012,4.8,31.3,3.28,60.0,60,1.041,75.0,3.0,Specific Gravity,All Grain,0.75,9.0,,,42219.0,True
25248,V Ling,/homebrew/recipe/view/278178/v-ling,111,20.82,1.05,1.011,5.1,45.5,9.57,28.39,60,1.037,69.0,1.5,Specific Gravity,All Grain,0.5,-17.78,,,,True
25259,Pilsner,/homebrew/recipe/view/302786/pilsner,81,21.0,1.048,1.008,5.32,41.03,3.06,24.0,75,1.042,75.0,,Specific Gravity,BIAB,,10.0,,,,True
25279,Lake Superior Pils (no sparge),/homebrew/recipe/view/304872/lake-superior-pils-no-sparge-,80,22.71,1.046,1.0090000000000001,4.89,37.15,3.59,30.28,120,1.034,55.0,1.5,Specific Gravity,All Grain,1.75,10.0,,,,True
25281,Nother Northern Net,/homebrew/recipe/view/373481/nother-northern-net,111,22.71,1.0490000000000002,1.01,5.15,36.04,49.3,11.36,60,1.099,68.0,,Specific Gravity,Partial Mash,,23.89,dextrose,1 cup,42612.0,True
25329,Pilsner,/homebrew/recipe/view/347462/pilsner,80,43.53,1.055,1.013,5.6,45.48,3.09,53.0,90,1.045,80.0,1.33,Specific Gravity,All Grain,1.75,10.0,,,,True
25353,Bierre belge 1,/homebrew/recipe/view/223605/bierre-belge-1,81,20.8,1.047,1.0070000000000001,5.29,18.01,3.53,28.4,60,1.034,70.0,3.1,Specific Gravity,All Grain,,22.0,,,,True
25536,Kjeller 5 Tsjekkisk Pilsner 25 l,/homebrew/recipe/view/284413/kjeller-5-tsjekkisk-pilsner-25-l,31,25.0,1.053,1.011,5.53,33.27,3.73,29.0,90,1.045,70.0,,Specific Gravity,All Grain,,10.0,Sukkerlake,6 g sukker/l,51696.0,True
25576,Big Bohemian Lager,/homebrew/recipe/view/246099/big-bohemian-lager,31,20.82,1.064,1.014,6.45,39.85,4.82,28.39,60,1.047,75.0,1.3,Specific Gravity,All Grain,1.75,10.0,,,,True
25596,Nue Bru #1,/homebrew/recipe/view/372607/nue-bru-1,81,50.0,1.048,1.011,4.86,18.66,5.07,60.0,60,1.04,70.0,3.0,Specific Gravity,All Grain,0.35,18.0,co2,,,True
25673,Honey Pils,/homebrew/recipe/view/314402/honey-pils,31,18.93,1.05,1.011,5.11,19.21,4.62,13.25,40,1.072,35.0,,Specific Gravity,Partial Mash,,18.33,,,,True
25679,Session Beer,/homebrew/recipe/view/233525/session-beer,111,20.82,1.041,1.011,3.86,20.12,3.81,11.36,60,1.075,70.0,,Specific Gravity,Partial Mash,,18.89,,,,True
25688,Please,/homebrew/recipe/view/283206/please,81,8.0,1.047,1.011,4.76,36.9,3.52,9.0,90,1.042,70.0,,Specific Gravity,BIAB,,14.0,,,35519.0,True
25757,German Pilsner,/homebrew/recipe/view/308698/german-pilsner,81,20.82,1.048,1.011,4.87,30.57,3.1,28.39,60,1.035,70.0,1.5,Specific Gravity,All Grain,1.5,10.0,,,,True
25875,(2016-04-11) PrePro Lager,/homebrew/recipe/view/345037/-2016-04-11-prepro-lager,40,22.71,1.063,1.014,6.39,40.91,3.55,32.18,80,1.045,80.0,1.5,Specific Gravity,All Grain,1.5,12.78,,,10687.0,True
25899,Stella Klona,/homebrew/recipe/view/317950/stella-klona,80,20.82,1.056,1.016,5.26,23.23,3.39,28.39,60,1.041,80.0,1.5,Specific Gravity,All Grain,1.5,10.0,,,,True
25902,German Pils,/homebrew/recipe/view/297223/german-pils,81,19.87,1.057,1.013,5.82,24.54,3.75,25.29,60,1.045,70.0,1.5,Specific Gravity,All Grain,,10.0,,,,True
25910,P7,/homebrew/recipe/view/280859/p7,81,9.0,1.041,1.0090000000000001,4.17,34.29,3.98,12.0,60,1.031,73.0,3.0,Specific Gravity,All Grain,,7.0,,,34710.0,True
25915,Minha panela teste,/homebrew/recipe/view/212254/minha-panela-teste,31,100.0,1.046,1.013,4.38,38.19,3.17,130.0,60,1.036,75.0,,Specific Gravity,All Grain,1.5,14.0,,,,True
25940,Tysk pilsner,/homebrew/recipe/view/343128/tysk-pilsner,81,20.0,1.0490000000000002,1.011,5.0,36.25,3.13,23.0,60,1.042,72.0,,Specific Gravity,All Grain,,12.0,,,,True
25974,Timothy Pils,/homebrew/recipe/view/433588/timothy-pils,80,39.75,1.057,1.008,6.41,39.54,3.41,47.32,90,1.048,80.0,1.5,Specific Gravity,All Grain,1.75,11.11,,,,True
26002,Too Hoppy,/homebrew/recipe/view/250596/too-hoppy,31,35.0,1.07,1.023,6.14,29.38,4.08,38.0,90,1.064,75.0,,Specific Gravity,BIAB,,10.0,,,,True
26093,Pilsner Blonde,/homebrew/recipe/view/390076/pilsner-blonde,81,19.0,1.068,1.0170000000000001,6.69,30.85,3.74,26.5,80,1.0490000000000002,75.0,,Specific Gravity,BIAB,,20.0,,,,True
26140,Rye Kvas Zhitny (?????? ????),/homebrew/recipe/view/433712/rye-kvas-zhitny-,111,10.0,1.01,1.002,0.95,0.0,32.76,10.0,60,1.01,35.0,3.0,Specific Gravity,All Grain,0.35,20.0,,,,True
26159,Aldeia -,/homebrew/recipe/view/327762/aldeia-,31,40.0,1.047,1.0070000000000001,5.23,37.63,4.49,48.0,60,1.0390000000000001,75.0,3.0,Specific Gravity,All Grain,,13.0,,,45658.0,True
26212,"BohoPilz (tweeked from ""Brewing Classic Styl...",/homebrew/recipe/view/225500/bohopilz-tweeked-from-brewing-classic-styles-,31,23.0,1.053,1.014,5.13,25.11,3.25,11.5,60,1.1059999999999999,35.0,,Specific Gravity,extract,,10.0,Table Sugar,1 teaspoon,,True
26252,Signatur TJ 2018 - Lager #2,/homebrew/recipe/view/464939/signatur-tj-2018-lager-2,81,17.0,1.048,1.01,4.98,26.85,3.68,19.0,60,1.043,70.0,,Specific Gravity,BIAB,0.5,23.0,,,,True
26261,Bohemian Pilsner,/homebrew/recipe/view/471877/bohemian-pilsner,31,54.0,1.048,1.0070000000000001,5.41,36.31,4.89,62.0,90,1.042,75.0,5.5,Specific Gravity,All Grain,,12.0,Co2,,54979.0,True
26272,The Defeatists,/homebrew/recipe/view/329058/the-defeatists,111,24.61,1.05,1.013,4.84,24.37,3.11,30.28,90,1.041,80.0,,Specific Gravity,All Grain,1.0,18.89,,,5385.0,True
26310,P4,/homebrew/recipe/view/277180/p4,81,10.0,1.0490000000000002,1.011,5.01,30.63,4.35,14.0,60,1.035,73.0,3.0,Specific Gravity,All Grain,,15.0,,,34710.0,True
26341,Findge Brew,/homebrew/recipe/view/408061/findge-brew,81,6.81,1.024,1.005,2.52,453.9,2.93,3.79,60,1.043,35.0,,Specific Gravity,extract,0.35,20.0,,,,True
26360,Pilsner,/homebrew/recipe/view/411170/pilsner,80,20.82,1.056,1.014,5.48,32.35,3.05,28.39,90,1.041,83.0,1.25,Specific Gravity,All Grain,,10.0,,,,True
26390,Pilsner,/homebrew/recipe/view/349543/pilsner,80,37.85,1.05,1.011,5.16,31.81,3.33,45.42,60,1.042,78.0,1.25,Specific Gravity,All Grain,2.0,12.78,,,,True
26415,Urpilsener,/homebrew/recipe/view/213404/urpilsener,81,18.93,1.046,1.012,4.46,43.26,3.31,29.34,90,1.0290000000000001,60.0,2.0,Specific Gravity,All Grain,1.5,10.0,Keg,11 psi @ 3c,,True
26494,SteamPils,/homebrew/recipe/view/214842/steampils,31,22.71,1.047,1.013,4.41,49.82,2.92,11.36,60,1.093,35.0,,Specific Gravity,extract,1.5,21.11,,,,True
26566,Black ipa,/homebrew/recipe/view/291539/black-ipa,111,50.0,1.07,1.012,7.58,62.13,29.17,63.0,60,1.055,75.0,2.6,Specific Gravity,All Grain,1.25,20.0,,,17602.0,True
26617,Kölsch,/homebrew/recipe/view/381730/,111,40.0,1.051,1.008,5.54,29.32,3.84,45.0,90,1.045,55.0,,Specific Gravity,BIAB,,16.0,Sukkerlake,6 g pr. liter,68703.0,True
26624,Eleimia pils,/homebrew/recipe/view/340267/eleimia-pils,31,18.0,1.054,1.015,5.09,40.92,3.63,26.0,60,1.037,68.0,,Specific Gravity,BIAB,,18.0,,,60746.0,True
26675,Elderflower Champagne,/homebrew/recipe/view/367257/elderflower-champagne,111,25.0,1.054,1.01,5.7,0.0,3.53,37.0,5,1.036,35.0,,Specific Gravity,extract,0.75,21.0,,,,True
26733,First Round Draft Throwback Pilsner,/homebrew/recipe/view/219934/first-round-draft-throwback-pilsner,31,17.03,1.052,1.012,5.32,26.75,3.44,18.93,60,1.026,35.0,,Specific Gravity,extract,2.0,10.56,,,,True
26786,German Pilsner,/homebrew/recipe/view/228503/german-pilsner,81,21.77,1.05,1.012,4.97,40.22,3.73,28.39,90,1.038,75.0,1.5,Specific Gravity,All Grain,1.5,10.0,,,,True
26926,NorWheat,/homebrew/recipe/view/248489/norwheat,111,23.0,1.056,1.006,6.44,25.49,9.65,28.4,60,1.045,75.0,4.0,Specific Gravity,All Grain,0.35,20.0,,,,True
26942,Bohemian Rhapsody,/homebrew/recipe/view/382671/bohemian-rhapsody,80,3.79,12.1287,2.07298,5.36,35.14,4.27,6.62,60,7.1,67.0,1.5,Plato,All Grain,0.75,14.44,,,,True
27066,Awesome Recipe,/homebrew/recipe/view/210636/awesome-recipe,31,25.0,1.052,1.015,4.94,36.41,3.52,28.0,90,1.047,75.0,,Specific Gravity,BIAB,1.5,10.0,,,,True
27107,Euro pils,/homebrew/recipe/view/340502/euro-pils,81,23.0,1.0490000000000002,1.01,5.02,24.93,3.05,30.0,90,1.037,76.0,2.7,Specific Gravity,All Grain,1.5,10.0,,,,True
27163,Igloo Premium Pilsner,/homebrew/recipe/view/330880/igloo-premium-pilsner,80,20.82,1.0490000000000002,1.013,4.8,38.17,3.43,28.39,60,1.036,70.0,1.25,Specific Gravity,All Grain,0.75,18.33,,,5239.0,True
27180,Zeppelin - German Pilsner,/homebrew/recipe/view/437404/zeppelin-german-pilsner,80,21.0,1.048,1.011,4.92,25.09,4.48,28.5,60,1.036,73.0,3.0,Specific Gravity,All Grain,1.5,12.0,,,,True
27199,Bohemian pilsner,/homebrew/recipe/view/300228/bohemian-pilsner,31,75.71,1.062,1.0170000000000001,5.93,20.12,4.57,81.39,90,1.058,80.0,1.5,Specific Gravity,All Grain,1.75,13.33,,,,True
27212,Pils,/homebrew/recipe/view/240094/pils,31,18.93,1.06,1.014,6.1,58.65,3.7,26.5,90,1.043,72.0,1.75,Specific Gravity,All Grain,1.5,10.0,,,,True
27236,Bo Pils,/homebrew/recipe/view/278042/bo-pils,31,20.82,1.05,1.0090000000000001,5.44,38.49,4.43,26.5,60,1.0390000000000001,75.0,2.81,Specific Gravity,All Grain,1.5,10.0,,,,True
27238,Tupiniquins Beer,/homebrew/recipe/view/285726/tupiniquins-beer,40,21.0,1.061,1.015,5.94,0.0,3.79,11.0,60,1.1159999999999999,35.0,,Specific Gravity,extract,1.5,24.0,,,,True
27326,Czech Pilsner,/homebrew/recipe/view/436426/czech-pilsner,31,23.5,1.052,1.011,5.39,37.64,4.32,29.0,60,1.042,60.0,,Specific Gravity,BIAB,1.5,12.0,Sugar pellets,2 per bottle,,True
27475,Mexican Lager,/homebrew/recipe/view/379635/mexican-lager,81,43.53,1.05,1.01,5.19,32.75,3.09,51.1,90,1.043,75.0,1.5,Specific Gravity,All Grain,1.75,11.11,,,22126.0,True
27545,Feel the flow,/homebrew/recipe/view/316035/feel-the-flow,40,20.82,1.052,1.008,5.73,46.53,3.31,28.39,90,1.038,70.0,1.86,Specific Gravity,All Grain,0.35,12.78,,,,True
27582,Summertime Sip Lager,/homebrew/recipe/view/233707/summertime-sip-lager,81,20.82,1.035,1.008,3.58,19.81,4.65,11.36,60,1.065,70.0,,Specific Gravity,Partial Mash,,10.0,,,,True
27706,Pilsner,/homebrew/recipe/view/279754/pilsner,81,50.0,1.048,1.012,4.7,31.38,2.93,35.0,60,1.068,75.0,,Specific Gravity,Partial Mash,1.5,10.0,,,,True
27904,Imperial Pilsner,/homebrew/recipe/view/353594/imperial-pilsner,81,19.87,1.073,1.02,6.99,79.93,4.75,8.52,60,1.171,70.0,,Specific Gravity,Partial Mash,,10.0,,,40387.0,True
27940,JZ - Myburger,/homebrew/recipe/view/392581/jz-myburger,80,23.0,1.048,1.0090000000000001,5.2,36.23,3.49,31.9,90,1.035,70.0,,Specific Gravity,BIAB,1.75,10.0,Forced,,66835.0,True
28006,German Pilsener,/homebrew/recipe/view/450096/german-pilsener,80,20.82,1.045,1.0070000000000001,5.07,20.46,2.89,28.39,90,1.033,73.0,,Specific Gravity,BIAB,1.5,11.11,,,25416.0,True
28221,Euro Pils,/homebrew/recipe/view/252916/euro-pils,81,11.36,1.0490000000000002,1.012,4.8,34.12,3.12,18.93,90,1.0290000000000001,70.0,,Specific Gravity,All Grain,1.5,8.89,,,,True
28254,Pilsen Viena forte,/homebrew/recipe/view/265015/pilsen-viena-forte,81,20.0,1.072,1.022,6.56,1.78,4.91,25.0,70,1.057,65.0,,Specific Gravity,BIAB,1.0,22.0,,,,True
28274,Warm_lager,/homebrew/recipe/view/333141/warm-lager,80,18.93,1.053,1.018,4.63,38.69,3.39,24.61,90,1.041,77.0,,Specific Gravity,BIAB,0.35,20.0,,,,True
28295,Dog Wired (BD),/homebrew/recipe/view/410485/dog-wired-bd-,80,20.0,1.065,1.016,6.41,70.01,3.98,30.0,90,1.043,80.0,2.6,Specific Gravity,All Grain,,9.0,,,,True
28306,Auger's Lager,/homebrew/recipe/view/274313/auger-s-lager,81,23.47,1.044,1.011,4.31,19.3,2.97,11.36,60,1.041,35.0,,Specific Gravity,extract,,21.11,,,,True
28312,"Välhumlad ""pilsner""",/homebrew/recipe/view/370061/,81,22.0,1.056,1.01,6.06,46.76,4.16,26.0,60,1.048,75.0,,Specific Gravity,BIAB,,20.0,Table sugar,100,,True
28315,Pilz,/homebrew/recipe/view/363662/pilz,81,22.71,1.048,1.0070000000000001,5.37,31.55,3.3,28.39,90,1.038,75.0,1.25,Specific Gravity,All Grain,2.0,10.0,,,,True
28398,Imperial Pilsner - Test 1,/homebrew/recipe/view/352322/imperial-pilsner-test-1,40,18.93,1.0490000000000002,1.011,5.02,33.87,2.87,11.36,60,1.082,35.0,,Specific Gravity,extract,,11.67,keg,5gal,,True
28411,Pilsner,/homebrew/recipe/view/282977/pilsner,31,23.0,1.048,1.012,4.81,26.06,3.1,27.0,90,1.041,70.0,3.0,Specific Gravity,All Grain,1.5,11.0,,,,True
28470,IPL,/homebrew/recipe/view/236519/ipl,111,22.0,1.05,1.0090000000000001,5.46,99.88,9.0,25.0,60,1.044,61.0,,Specific Gravity,All Grain,,10.0,,,,True
28524,Fiji fun,/homebrew/recipe/view/278106/fiji-fun,31,21.0,1.052,1.011,5.38,19.71,5.13,28.0,60,1.0390000000000001,65.0,,Specific Gravity,BIAB,0.35,10.0,,,,True
28595,Pilsner,/homebrew/recipe/view/340197/pilsner,80,20.0,1.061,1.01,6.72,39.01,4.3,28.5,90,1.043,55.0,3.5,Specific Gravity,All Grain,,12.0,,,,True
28722,Kalypso,/homebrew/recipe/view/284116/kalypso,111,20.0,1.042,1.008,4.54,64.86,7.91,26.0,60,1.032,75.0,3.0,Specific Gravity,All Grain,,19.0,,,34066.0,True
28764,Tanemspils,/homebrew/recipe/view/277532/tanemspils,81,21.0,1.057,1.01,6.24,36.71,5.36,29.0,90,1.041,70.0,,Specific Gravity,BIAB,2.0,12.0,,,41483.0,True
28810,Honey Munich,/homebrew/recipe/view/366709/honey-munich,111,20.0,1.051,1.011,5.18,27.98,7.25,26.0,60,1.0390000000000001,75.0,3.0,Specific Gravity,All Grain,,20.0,,,34066.0,True
28828,Jesus Wept,/homebrew/recipe/view/324781/jesus-wept,111,24.61,1.062,1.016,6.09,24.0,4.88,30.28,90,1.051,80.0,,Specific Gravity,All Grain,1.0,18.89,,,5385.0,True
28920,The Rabbits Error,/homebrew/recipe/view/219734/the-rabbits-error,40,22.71,1.054,1.012,5.53,31.58,5.89,30.28,60,1.04,42.0,1.5,Specific Gravity,All Grain,0.5,10.0,,,,True
28945,Frencz pils,/homebrew/recipe/view/454272/frencz-pils,80,23.0,10.4842,1.60106,4.7,36.48,3.4,20.0,90,12.0,70.0,4.0,Plato,All Grain,0.75,12.0,,,,True
29059,Tysk pils,/homebrew/recipe/view/327759/tysk-pils,81,25.0,1.044,1.006,4.98,28.43,2.93,30.0,90,1.037,70.0,3.8,Specific Gravity,All Grain,1.5,10.0,,,,True
29064,Northern Pilsner,/homebrew/recipe/view/206935/northern-pilsner,31,20.0,1.051,1.013,4.99,71.2,3.93,28.4,90,1.036,70.0,3.1,Specific Gravity,All Grain,1.5,10.0,,,41575.0,True
29107,Belgian Pilsner,/homebrew/recipe/view/437904/belgian-pilsner,81,20.82,1.053,1.008,5.9,37.55,3.99,28.39,60,1.0390000000000001,75.0,,Specific Gravity,BIAB,0.35,18.33,,,76450.0,True
29207,Pats Pilsener,/homebrew/recipe/view/262987/pats-pilsener,81,20.82,1.06,1.01,6.66,22.69,4.98,25.55,60,1.0490000000000002,73.0,2.0,Specific Gravity,All Grain,1.75,11.11,corn sugar,5oz,,True
29370,Raro Lager,/homebrew/recipe/view/395916/raro-lager,80,22.0,1.048,1.0070000000000001,5.36,41.21,3.48,32.0,60,1.033,75.0,3.5,Specific Gravity,All Grain,1.5,13.0,,,4040.0,True
29424,Rick Heinekin,/homebrew/recipe/view/425982/rick-heinekin,80,23.2,1.062,1.015,6.23,44.11,5.22,28.39,90,1.051,65.0,1.5,Specific Gravity,All Grain,1.5,10.0,,,,True
29431,Nuked hops rommjuls brygg 2016,/homebrew/recipe/view/433940/nuked-hops-rommjuls-brygg-2016,111,55.0,1.0590000000000002,1.015,5.88,126.39,4.94,60.0,90,1.055,80.0,2.9,Specific Gravity,All Grain,1.0,21.0,,,,True
29443,Scratch 20,/homebrew/recipe/view/325161/scratch-20,31,37.85,1.046,1.0070000000000001,5.12,34.2,4.54,45.42,60,1.038,70.0,1.5,Specific Gravity,All Grain,,15.56,,,34666.0,True
29555,Bærføtt Julbokk,/homebrew/recipe/view/400364/,111,25.0,1.067,1.014,7.07,43.96,24.03,29.0,60,1.058,75.0,2.5,Specific Gravity,All Grain,,10.0,,,,True
29564,Njult Julöl,/homebrew/recipe/view/298488/,111,25.0,1.057,1.011,6.03,15.36,25.51,24.0,60,1.0590000000000002,70.0,3.0,Specific Gravity,All Grain,,22.0,,,,True
29623,Pilsner,/homebrew/recipe/view/495695/pilsner,80,13.25,1.05,1.0090000000000001,5.36,35.63,3.99,17.03,60,1.0390000000000001,75.0,,Specific Gravity,BIAB,2.0,8.89,,,,True
29665,Duds Cluster,/homebrew/recipe/view/194709/duds-cluster,40,37.85,1.055,1.015,5.21,26.5,4.36,41.64,60,1.05,72.0,1.5,Specific Gravity,All Grain,0.5,18.33,,,,True
29680,Kölsch,/homebrew/recipe/view/255918/Kölsch,81,20.82,1.042,1.011,4.13,0.0,2.72,11.36,60,1.077,35.0,,Specific Gravity,extract,0.35,21.11,,,,True
29702,Pl33z II,/homebrew/recipe/view/436172/pl33z-ii,81,10.0,1.0390000000000001,1.0090000000000001,3.9,39.48,4.47,12.0,60,1.032,70.0,,Specific Gravity,BIAB,,14.0,,,35519.0,True
29820,Kogellager,/homebrew/recipe/view/283046/kogellager,81,14.0,1.05,1.011,5.01,36.72,2.94,20.0,60,1.035,73.0,3.0,Specific Gravity,All Grain,,12.0,,,34710.0,True
29823,PELICAN POND PILSNER,/homebrew/recipe/view/380841/pelican-pond-pilsner,40,18.93,1.057,1.016,5.36,27.49,3.59,26.5,60,1.041,77.0,1.5,Specific Gravity,All Grain,,11.11,,,42897.0,True
29865,Turner Pilsner,/homebrew/recipe/view/251159/turner-pilsner,40,18.93,1.048,1.0090000000000001,5.18,10.26,3.41,11.36,60,1.08,35.0,,Specific Gravity,extract,1.5,10.0,,,,True
30016,Falke german pils,/homebrew/recipe/view/288030/falke-german-pils,81,23.0,1.06,1.018,5.55,34.4,3.45,30.0,75,1.046,75.0,4.63,Specific Gravity,All Grain,1.75,12.0,,,,True
30055,Poor Old Bostick,/homebrew/recipe/view/206697/poor-old-bostick,31,18.93,1.062,1.016,6.01,76.55,4.42,22.71,60,1.052,75.0,1.0,Specific Gravity,All Grain,2.0,10.0,,,,True
30116,Alles Gut Pilsner,/homebrew/recipe/view/344535/alles-gut-pilsner,31,25.0,1.052,1.01,5.49,35.86,3.73,30.0,90,1.043,75.0,3.0,Specific Gravity,All Grain,,10.0,,,48693.0,True
30119,Munich,/homebrew/recipe/view/280798/munich,111,20.0,1.045,1.01,4.58,53.6,6.65,26.0,60,1.034,75.0,3.0,Specific Gravity,All Grain,,19.0,,,34066.0,True
30126,NEIPA,/homebrew/recipe/view/449006/neipa,111,30.0,10.8606,1.8837700000000002,4.76,38.86,5.69,30.0,90,10.9,69.0,3.0,Plato,All Grain,,20.0,,,,True
30174,Black IIPA,/homebrew/recipe/view/284226/black-iipa,111,30.0,1.099,1.0270000000000001,9.39,55.56,46.39,43.0,60,1.064,75.0,2.0,Specific Gravity,All Grain,,25.0,,,,True
30184,American Wheat Ale,/homebrew/recipe/view/247379/american-wheat-ale,111,20.82,1.047,1.012,4.59,36.2,3.62,28.39,90,1.035,65.0,1.67,Specific Gravity,All Grain,1.0,18.33,,,30483.0,True
30282,GDB Pils,/homebrew/recipe/view/283381/gdb-pils,31,20.82,1.053,1.0170000000000001,4.64,42.29,4.22,28.39,90,1.0390000000000001,77.0,1.3,Specific Gravity,All Grain,0.5,17.22,,,14729.0,True
30311,Rochester Pils,/homebrew/recipe/view/320299/rochester-pils,80,20.82,1.047,1.011,4.72,34.14,3.12,28.39,60,1.034,80.0,1.75,Specific Gravity,All Grain,1.5,10.0,,,1100.0,True
30357,Czech Out This Pils,/homebrew/recipe/view/243577/czech-out-this-pils,81,23.09,1.0490000000000002,1.012,4.85,30.92,3.57,28.39,90,1.04,75.0,1.4,Specific Gravity,All Grain,1.5,10.0,,,,True
30365,Imperial red ipa,/homebrew/recipe/view/329090/imperial-red-ipa,111,18.93,1.088,1.0190000000000001,9.04,48.7,18.67,22.71,60,1.073,65.0,,Specific Gravity,BIAB,1.25,18.89,,,,True
30381,Pilsner 4,/homebrew/recipe/view/248993/pilsner-4,31,18.93,1.041,1.006,4.55,33.38,4.96,30.28,60,1.026,55.0,,Specific Gravity,BIAB,,12.78,,,,True
30391,Pitila,/homebrew/recipe/view/270772/pitila,31,26.0,1.05,1.011,5.02,36.52,3.98,28.0,60,1.046,100.0,,Specific Gravity,extract,0.35,15.0,,,,True
30420,Classic Oatmeal Stout,/homebrew/recipe/view/393702/classic-oatmeal-stout,111,45.42,1.056,1.0170000000000001,5.09,38.47,32.35,51.1,60,1.05,68.0,1.2,Specific Gravity,All Grain,0.75,20.0,,,,True
30449,PILS,/homebrew/recipe/view/345386/pils,81,24.0,1.0490000000000002,1.008,5.34,31.08,3.34,28.0,60,1.042,70.0,4.0,Specific Gravity,All Grain,,10.0,krausening,2 Litri,,True
30468,Ten Pounds Brewing: This American Pils,/homebrew/recipe/view/371018/ten-pounds-brewing-this-american-pils,40,43.53,1.052,1.012,5.26,32.34,3.12,51.1,90,1.044,77.0,1.5,Specific Gravity,All Grain,1.75,10.0,,,22126.0,True
30536,Pilsner,/homebrew/recipe/view/432327/pilsner,80,46.0,1.0490000000000002,1.011,4.97,40.04,3.29,51.0,90,1.044,75.0,3.5,Specific Gravity,All Grain,1.75,9.0,,,69501.0,True
30557,Bohemian Pilsner,/homebrew/recipe/view/217830/bohemian-pilsner,31,21.0,11.7198,1.8899400000000002,5.23,37.63,2.84,26.0,90,10.9,90.0,1.85,Plato,All Grain,1.75,12.0,,,14673.0,True
30607,Lager 1,/homebrew/recipe/view/208452/lager-1,31,18.93,1.046,1.01,4.73,30.16,4.67,9.46,60,1.092,35.0,,Specific Gravity,extract,,8.89,,,,True
30642,Pat's Pilsner,/homebrew/recipe/view/253562/pat-s-pilsner,81,20.82,1.047,1.01,4.83,39.86,2.89,28.39,90,1.034,75.0,1.5,Specific Gravity,All Grain,1.0,8.89,,,,True
30653,Really Simple Pilsner,/homebrew/recipe/view/311442/really-simple-pilsner,81,19.0,1.044,1.011,4.26,33.77,3.29,15.0,90,1.055,67.0,,Specific Gravity,BIAB,2.0,11.0,,,49368.0,True
30659,Straight up pils,/homebrew/recipe/view/328093/straight-up-pils,31,18.93,1.062,1.014,6.31,37.93,4.07,28.39,60,1.041,70.0,1.5,Specific Gravity,All Grain,0.35,-10.56,,,,True
30784,Hoppsan,/homebrew/recipe/view/434039/hoppsan,40,22.5,1.056,1.0170000000000001,5.17,38.84,4.44,32.5,60,1.0390000000000001,70.0,2.5,Specific Gravity,All Grain,,10.0,CO2,1.2 bar,,True
30813,031216 Bohemian pils,/homebrew/recipe/view/426924/031216-bohemian-pils,31,25.0,1.052,1.01,5.48,36.38,5.08,28.5,90,1.046,70.0,5.0,Specific Gravity,All Grain,,12.0,,,27291.0,True
30839,Best bud Budejivic,/homebrew/recipe/view/254157/best-bud-budejivic,31,21.0,1.042,1.0090000000000001,4.32,38.57,4.16,32.0,70,1.0270000000000001,50.0,,Specific Gravity,BIAB,1.5,11.0,,,,True
30941,Köhls,/homebrew/recipe/view/312944/,111,32.0,1.052,1.016,4.72,26.39,3.47,39.0,60,1.043,68.0,3.0,Specific Gravity,All Grain,,18.0,,,,True
30958,Jeff Pilsner,/homebrew/recipe/view/228508/jeff-pilsner,31,18.93,1.055,1.011,5.76,35.98,4.06,26.5,120,1.0390000000000001,64.0,1.25,Specific Gravity,All Grain,1.75,10.0,,,,True
30979,Awesome Recipe,/homebrew/recipe/view/224447/awesome-recipe,40,7.57,1.047,1.008,5.04,30.15,3.75,11.36,60,1.031,60.0,,Specific Gravity,BIAB,1.5,6.67,,,,True
